stop/id,stop/code,stop/name,stop/desc,stop/lat,stop/lon,stop/location-type,stop/parent-station,stop/wheelchair-boarding,stop/platform-code,stop/zone-id,stop/level-id
de:11000:900023201,,S+U Zoologischer Garten Bhf (Berlin),,52.506921000000,13.332707000000,1,,0,,5555 S+U Zoologischer Garten Bhf (Berlin),
de:11000:900024101,,S Charlottenburg Bhf (Berlin),,52.504732000000,13.303862000000,1,,0,,5555 S Charlottenburg Bhf (Berlin),
de:11000:900029101,,S Spandau Bhf (Berlin),,52.534798000000,13.197477000000,1,,0,,5656 S Spandau Bhf (Berlin),
de:11000:900037168,,"Berlin, Albrechtshof Bhf",,52.549337000000,13.129157000000,1,,0,,"5656 Berlin, Albrechtshof Bhf",
de:11000:900053301,,S Wannsee Bhf (Berlin),,52.421725000000,13.178932000000,1,,0,,5656 S Wannsee Bhf (Berlin),
de:11000:900064301,,S Lichterfelde Ost Bhf (Berlin),,52.429294000000,13.327749000000,1,,0,,5656 S Lichterfelde Ost Bhf (Berlin),
de:11000:900100003,,S+U Alexanderplatz Bhf (Berlin),,52.521512000000,13.411267000000,1,,0,,5555 S+U Alexanderplatz Bhf (Berlin),
de:11000:900120005,,S Ostbahnhof (Berlin),,52.510331000000,13.435086000000,1,,0,,5555 S Ostbahnhof (Berlin),
de:11000:900152001,,S Hohenschönhausen Bhf (Berlin),,52.565637000000,13.512215000000,1,,0,,5656 S Hohenschönhausen Bhf (Berlin),
de:11000:900170004,,S Ahrensfelde Bhf (Berlin),,52.571339000000,13.565649000000,1,,0,,5656 S Ahrensfelde Bhf (Berlin),
de:11000:900192001,,S Schöneweide Bhf (Berlin),,52.454611000000,13.510149000000,1,,0,,5656 S Schöneweide Bhf (Berlin),
de:12065:900200000,,S Hennigsdorf Bhf,,52.637867000000,13.205874000000,1,,0,,5252 S Hennigsdorf Bhf,
de:12065:900200004,,"Velten, Bahnhof",,52.685019000000,13.171933000000,1,,1,,"5152 Velten, Bahnhof",
de:12065:900200005,,S Oranienburg Bhf,,52.754528000000,13.248213000000,1,,1,,5053 S Oranienburg Bhf,
de:12065:900200008,,S Birkenwerder Bhf,,52.688576000000,13.288846000000,1,,1,,5154 S Birkenwerder Bhf,
de:12065:900200010,,"Hohen Neuendorf, West Bhf",,52.672432000000,13.271272000000,1,,1,,"5154 Hohen Neuendorf, West Bhf",
de:12065:900200041,,"Sachsenhausen, Bahnhof",,52.771155000000,13.251239000000,1,,1,,"5053 Sachsenhausen, Bahnhof",
de:12065:900200043,,"Nassenheide, Bahnhof",,52.817689000000,13.238899000000,1,,1,,"4953 Nassenheide, Bahnhof",
de:12065:900203452,,"Kremmen, Bahnhof",,52.753162000000,13.039561000000,1,,1,,"4950 Kremmen, Bahnhof",
de:12065:900203671,,"Vehlefanz, Bahnhof",,52.722041000000,13.115470000000,1,,1,,"5151 Vehlefanz, Bahnhof",
de:12065:900203772,,"Fürstenberg (Havel), Bahnhof",,53.186463000000,13.140112000000,1,,1,,"4052 Fürstenberg (Havel), Bahnhof",
de:12065:900203780,,"Löwenberg (Mark), Bahnhof",,52.896962000000,13.189862000000,1,,1,,"4652 Löwenberg (Mark), Bahnhof",
de:12065:900203853,,"Zehdenick, Bahnhof",,52.979222000000,13.317908000000,1,,1,,"4555 Zehdenick, Bahnhof",
de:12065:900203961,,"Grüneberg, Bahnhof",,52.868313000000,13.212886000000,1,,1,,"4753 Grüneberg, Bahnhof",
de:12065:900204001,,"Schwante, Bahnhof",,52.734800000000,13.091574000000,1,,1,,"5050 Schwante, Bahnhof",
de:12065:900204003,,"Bärenklau (OHV), Bahnhof",,52.704642000000,13.143653000000,1,,1,,"5151 Bärenklau (OHV), Bahnhof",
de:12068:900205005,,"Neuruppin, Rheinsberger Tor Bhf",,52.929197000000,12.811113000000,1,,1,,"4547 Neuruppin, Rheinsberger Tor Bhf",
de:12068:900205006,,"Neuruppin, West Bhf",,52.926596000000,12.794441000000,1,,1,,"4547 Neuruppin, West Bhf",
de:12068:900205011,,"Herzberg (Mark), Bahnhof",,52.905456000000,12.977681000000,1,,1,,"4749 Herzberg (Mark), Bahnhof",
de:12068:900205022,,"Netzeband, Bahnhof",,52.995291000000,12.628685000000,1,,1,,"4444 Netzeband, Bahnhof",
de:12068:900205023,,"Walsleben, Bahnhof",,52.946343000000,12.680481000000,1,,1,,"4544 Walsleben, Bahnhof",
de:12068:900205250,,"Breddin, Bahnhof",,52.886067000000,12.224249000000,1,,1,,"4737 Breddin, Bahnhof",
de:12068:900205322,,"Heiligengrabe, Bahnhof",,53.150066000000,12.342446000000,1,,1,,"4139 Heiligengrabe, Bahnhof",
de:12068:900205488,,"Neustadt (Dosse), Bahnhof",,52.853125000000,12.450123000000,1,,1,,"4740 Neustadt (Dosse), Bahnhof",
de:12068:900205617,,"Wittstock (Dosse), Bahnhof",,53.161000000000,12.478524000000,1,,1,,"4041 Wittstock (Dosse), Bahnhof",
de:12063:900210001,,"Priort, Bahnhof",,52.515563000000,12.971315000000,1,,1,,"5549 Priort, Bahnhof",
de:12063:900210005,,"Nauen, Bahnhof",,52.612335000000,12.885156000000,1,,1,,"5347 Nauen, Bahnhof",
de:12063:900210007,,"Dallgow-Döberitz, Bahnhof",,52.543642000000,13.058325000000,1,,1,,"5350 Dallgow-Döberitz, Bahnhof",
de:12063:900210010,,"Falkensee, Bahnhof",,52.559718000000,13.089556000000,1,,0,,"5350 Falkensee, Bahnhof",
de:12063:900210011,,"Falkensee, Finkenkrug Bhf",,52.569768000000,13.050819000000,1,,1,,"5350 Falkensee, Finkenkrug Bhf",
de:12063:900210180,,"Seegefeld, Bahnhof",,52.552757000000,13.115827000000,1,,1,,"5350 Seegefeld, Bahnhof",
de:12063:900210423,,"Paulinenaue, Bahnhof",,52.675805000000,12.712467000000,1,,1,,"5245 Paulinenaue, Bahnhof",
de:12063:900210456,,"Friesack (Mark), Bahnhof",,52.760485000000,12.587862000000,1,,1,,"5043 Friesack (Mark), Bahnhof",
de:12063:900210771,,"Rathenow, Bahnhof",,52.600158000000,12.354772000000,1,,1,,"5339 Rathenow, Bahnhof",
de:12069:900220002,,"Saarmund, Bahnhof",,52.323649000000,13.139738000000,1,,1,,"6051 Saarmund, Bahnhof",
de:12069:900220003,,"Michendorf, Bahnhof",,52.316363000000,13.030620000000,1,,0,,"5950 Michendorf, Bahnhof",
de:12069:900220004,,"Seddin (PM), Bahnhof",,52.291781000000,12.984759000000,1,,1,,"5950 Seddin (PM), Bahnhof",
de:12069:900220005,,"Beelitz-Heilstätten, Bahnhof",,52.262255000000,12.925766000000,1,,1,,"6149 Beelitz-Heilstätten, Bahnhof",
de:12069:900220006,,"Wilhelmshorst, Bahnhof",,52.331542000000,13.067384000000,1,,1,,"5950 Wilhelmshorst, Bahnhof",
de:12069:900220008,,"Potsdam, Rehbrücke Bhf",,52.358141000000,13.098003000000,1,,1,,"5851 Potsdam, Rehbrücke Bhf",
de:12069:900220009,,"Werder (Havel), Bahnhof",,52.392786000000,12.926914000000,1,,1,,"5848 Werder (Havel), Bahnhof",
de:12054:900220010,,"Potsdam, Golm Bhf",,52.410537000000,12.972100000000,1,,1,,"5851 Potsdam, Golm Bhf",
de:12054:900220012,,"Potsdam, Marquardt Bhf",,52.458396000000,12.971908000000,1,,1,,"5851 Potsdam, Marquardt Bhf",
de:12069:900220303,,"Ferch-Lienewitz, Bahnhof",,52.303619000000,12.964038000000,1,,1,,"5949 Ferch-Lienewitz, Bahnhof",
de:12069:900220305,,"Elsholz, Bahnhof",,52.204147000000,12.955061000000,1,,1,,"6249 Elsholz, Bahnhof",
de:12069:900220306,,"Buchholz (bei Treuenbrietzen), Bahnhof",,52.166430000000,12.920807000000,1,,1,,"6348 Buchholz (bei Treuenbrietzen), Bahnhof",
de:12069:900220573,,"Caputh, Schwielowsee Bhf",,52.341039000000,12.980586000000,1,,1,,"5949 Caputh, Schwielowsee Bhf",
de:12069:900220658,,"Caputh-Geltow, Bahnhof",,52.350345000000,12.984447000000,1,,1,,"5949 Caputh-Geltow, Bahnhof",
de:12069:900220699,,"Groß Kreutz, Bahnhof",,52.411002000000,12.776672000000,1,,1,,"5746 Groß Kreutz, Bahnhof",
de:12069:900220938,,"Beelitz, Stadt Bhf",,52.239397000000,12.966812000000,1,,1,,"6149 Beelitz, Stadt Bhf",
de:12069:900222030,,"Borkheide, Bahnhof",,52.230844000000,12.854630000000,1,,1,,"6247 Borkheide, Bahnhof",
de:12069:900220141,,"Brück, Bahnhof",,52.187093000000,12.758374000000,1,,1,,"6345 Brück, Bahnhof",
de:12069:900220142,,"Baitz, Bahnhof",,52.163945000000,12.683819000000,1,,1,,"6244 Baitz, Bahnhof",
